num,Economy,Code,Region,Income group,year,Internet value,Total population,GDP (US$),Life Expectancy (Years),GDP per capita income,Fertility (Births per woman)
3091,Sweden,SWE,Europe & Central Asia,High income,2014,92.52,9696110,574413132024.98,82.2536585366,46572.4559903105,1.88
3092,Switzerland,CHE,Europe & Central Asia,High income,2014,87.4,8188649,709182559935.301,83.1975609756,61902.1624060426,1.54
3093,Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2014,28.09,19203090,NA,69.817,NA,3.016
3094,"Taiwan, Province of China",NA,NA,NA,2014,78.04,NA,NA,NA,NA,NA
3095,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2014,17.49,8362745,9236309138.04277,70.69,2690.6724733986,3.442
3096,Tanzania,TZA,Sub-Saharan Africa,Low income,2014,7,52234869,49964788814.0943,64.163,2563.6435030075,5.146
3097,Thailand,THA,East Asia & Pacific,Upper middle income,2014,34.89,68416772,407339361695.577,74.895,15699.3732087582,1.512
3098,The Former Yugoslav Rep. of Macedonia,NA,NA,NA,2014,68.06,NA,NA,NA,NA,NA
3099,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2014,17.5,1212814,4045400000,68.285,6617.8431960082,5.737
3100,Togo,TGO,Sub-Saharan Africa,Low income,2014,5.7,7228915,4568900619.92456,59.601,1485.3272291784,4.586
3101,Tonga,TON,East Asia & Pacific,Lower middle income,2014,35.95,105782,443911052.254042,72.732,5316.8444164696,3.722
3102,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2014,65.1,1354493,27200280855.0476,70.426,32949.3411772488,1.778
3103,Tunisia,TUN,Middle East & North Africa,Lower middle income,2014,46.16,11143908,47632326088.237,75.335,11377.3491705601,2.234
3104,Turkey,TUR,Europe & Central Asia,Upper middle income,2014,51.04,77030628,934185972127.028,75.239,24029.7449353041,2.09
3105,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2014,12.2,5466241,43524210526.3158,67.552,15144.78601488,2.956
3106,Tuvalu,TUV,East Asia & Pacific,Upper middle income,2014,39.2,10908,37290587.4998681,NA,3338.5793483542,NA
3107,Uganda,UGA,Sub-Saharan Africa,Low income,2014,16.9,38833338,27291879819.3622,59.224,1730.0828874497,5.775
3108,Ukraine,UKR,Europe & Central Asia,Lower middle income,2014,46.24,45271947,133503411375.739,71.1865853659,8710.7491122034,1.498
3109,United Arab Emirates,ARE,Middle East & North Africa,High income,2014,90.4,9070867,403137100068.073,76.948,67567.7611104212,1.783
3110,United Kingdom,GBR,Europe & Central Asia,High income,2014,91.61,64613160,3034729456047.18,81.3048780488,40867.4760340878,1.81
3111,United States,USA,North America,High income,2014,73,318386421,17521747000000,78.8414634146,55032.9594615469,1.8625
3112,Uruguay,URY,Latin America & Caribbean,High income,2014,61.46,3419546,57236013086.1223,77.19,20951.4768022785,2.019
3113,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2014,35.5,30757700,63067077178.5381,71.039,5675.3096169544,2.457
3114,Vanuatu,VUT,East Asia & Pacific,Lower middle income,2014,18.8,258850,814954306.971033,71.709,3056.2919885855,3.348
3115,Venezuela,NA,NA,NA,2014,57,NA,NA,NA,NA,NA
3116,Viet Nam,NA,NA,NA,2014,41,NA,NA,NA,NA,NA
3117,Virgin Islands (US),NA,NA,NA,2014,50.07,NA,NA,NA,NA,NA
3118,Yemen,NA,NA,NA,2014,22.55,NA,NA,NA,NA,NA
3119,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2014,19,15620974,27150630607.2032,60.775,3838.4097172546,5.104
3120,Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2014,16.36,15411675,19495519600,59.36,2334.9350768051,3.903
3121,Afghanistan,AFG,South Asia,Low income,2015,8.26,33736494,19907111418.9938,63.288,1924.559714642,4.802
3122,Albania,ALB,Europe & Central Asia,Upper middle income,2015,63.25,2880703,11386931489.7968,78.174,11662.0449328188,1.714
3123,Algeria,DZA,Middle East & North Africa,Upper middle income,2015,38.2,39871528,165979277276.907,75.86,14657.7828926501,2.839
3124,Andorra,AND,Europe & Central Asia,High income,2015,96.91,78014,2811489408.89431,NA,NA,NA
3125,Angola,AGO,Sub-Saharan Africa,Upper middle income,2015,12.4,27859305,116193649124.475,61.241,7102.9875869573,5.766
3126,Anguilla,NA,NA,NA,2015,75.98,NA,NA,NA,NA,NA
3127,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2015,70,99923,1359194737.40741,76.207,21427.1773244112,2.063
3128,Argentina,ARG,Latin America & Caribbean,Upper middle income,2015,68.04,43417765,594749285413.212,76.415,20416.5481792635,2.308
3129,Armenia,ARM,Europe & Central Asia,Lower middle income,2015,59.1,2916950,10553337672.9872,74.445,8753.1244577191,1.622
3130,Aruba,ABW,Latin America & Caribbean,High income,2015,88.66,104341,2691620111.73184,75.725,38249.0514374276,1.801
3131,Australia,AUS,East Asia & Pacific,High income,2015,84.56,23815995,1349034029453.37,82.4,46185.0853384234,1.814
3132,Austria,AUT,Europe & Central Asia,High income,2015,83.94,8642699,381805676697.707,81.1902439024,49877.7133112879,1.49
3133,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2015,77,9649341,53074370486.0433,71.921,17834.1160526688,1.94
3134,Bahamas,NA,NA,NA,2015,78,NA,NA,NA,NA,NA
3135,Bahrain,BHR,Middle East & North Africa,High income,2015,93.48,1371855,31125851063.8298,76.761,46912.763168502,2.056
3136,Bangladesh,BGD,South Asia,Lower middle income,2015,14.4,161200886,195078678697.23,72.155,3345.5314214157,2.133
3137,Barbados,BRB,Latin America & Caribbean,High income,2015,76.11,284217,4584150000,75.755,17579.1781282108,1.796
3138,Belarus,BLR,Europe & Central Asia,Upper middle income,2015,67.3,9489616,56454734396.5842,73.6243902439,18389.7421006552,1.724
3139,Belgium,BEL,Europe & Central Asia,High income,2015,85.05,11274196,455837758493.348,80.9926829268,45582.0976862492,1.7
3140,Belize,BLZ,Latin America & Caribbean,Upper middle income,2015,41.59,359288,1762500450,70.192,8558.2046637396,2.544
3141,Benin,BEN,Sub-Saharan Africa,Low income,2015,11.25,10575952,8291155880.59505,60.639,2122.2354013842,5.048
3142,Bermuda,BMU,North America,High income,2015,98.32,65239,NA,81.012195122,NA,1.62
3143,Bhutan,BTN,South Asia,Lower middle income,2015,39.8,787386,2059809919.89325,69.817,8273.4148370993,2.086
3144,Bolivia (Plurinational State of),NA,NA,NA,2015,35.56,NA,NA,NA,NA,NA
3145,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2015,52.6,3535961,16209702863.6235,76.735,11650.4790036316,1.345
3146,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2015,37.31,2209197,14406496463.6055,65.846,16054.6784594191,2.774
3147,Brazil,BRA,Latin America & Caribbean,Upper middle income,2015,58.33,205962108,1802214373741.32,75.284,15699.4428852793,1.74
3148,Brunei Darussalam,BRN,East Asia & Pacific,High income,2015,71.2,417542,12930394937.8137,77.046,79671.7678070956,1.884
3149,Bulgaria,BGR,Europe & Central Asia,Upper middle income,2015,56.66,7177991,50201314894.5817,74.6146341463,18186.4863591477,1.53
3150,Burkina Faso,BFA,Sub-Saharan Africa,Low income,2015,11.39,18110624,10419303761.3524,59.927,1704.8594897816,5.436
3151,Burundi,BDI,Sub-Saharan Africa,Low income,2015,4.87,10199270,3104394858.11518,57.094,761.2555785295,5.781
3152,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2015,42.68,532913,1596800287.16405,72.599,6317.2552143957,2.374
3153,Cambodia,KHM,East Asia & Pacific,Lower middle income,2015,22.33,15517635,18049954289.4229,68.62,3514.6839452407,2.594
3154,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2015,20.68,22834522,30916218544.4404,57.582,3512.6676897791,4.778
3155,Canada,CAN,North America,High income,2015,88.47,35832513,1552521512853.35,81.9,44406.6658691643,1.563
3156,Cayman Islands,CYM,Latin America & Caribbean,High income,2015,77,59963,NA,NA,54536.7564402549,NA
3157,Central African Rep.,NA,NA,NA,2015,3.8,NA,NA,NA,NA,NA
3158,Chad,TCD,Sub-Saharan Africa,Low income,2015,3.5,14009413,10945989471.6286,52.575,2207.6307484657,6.05
3159,Chile,CHL,Latin America & Caribbean,High income,2015,76.63,17762681,243999477737.94,79.315,22959.5543381377,1.785
3160,China,CHN,East Asia & Pacific,Upper middle income,2015,50.3,1371220000,11064666282625.5,76.092,14492.4244748065,1.617
3161,Colombia,COL,Latin America & Caribbean,Upper middle income,2015,55.9,48228697,293481748240.779,74.2,13800.5325071528,1.874
3162,Comoros,COM,Sub-Saharan Africa,Low income,2015,7.46,777424,988150249.533688,63.473,2663.844424278,4.42
3163,Congo (Rep. of the),NA,NA,NA,2015,7.62,NA,NA,NA,NA,NA
3164,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2015,59.76,4807852,54775994478.4981,79.634,15740.6004881475,1.8
3165,C�te d'Ivoire,NA,NA,NA,2015,38.44,NA,NA,NA,NA,NA
3166,Croatia,HRV,Europe & Central Asia,High income,2015,69.8,4203604,49490142433.1046,77.2756097561,23008.1887211162,1.4
3167,Cuba,CUB,Latin America & Caribbean,Upper middle income,2015,37.31,11461432,87133000000,79.57,NA,1.72
3168,Cyprus,CYP,Europe & Central Asia,High income,2015,71.72,1160985,19680625485.1946,80.344,31578.3544277306,1.35
3169,Czech Republic,CZE,Europe & Central Asia,High income,2015,75.67,10546059,186829940545.759,78.5780487805,33691.4242392608,1.57
3170,Dem. Rep. of the Congo,NA,NA,NA,2015,3.8,NA,NA,NA,NA,NA
3171,Denmark,DNK,Europe & Central Asia,High income,2015,96.33,5683483,302673037998.602,80.7024390244,49058.4960789392,1.71
3172,Djibouti,DJI,Middle East & North Africa,Lower middle income,2015,11.92,927414,1633741922.68737,62.26,NA,2.913
3173,Dominica,DMA,Latin America & Caribbean,Upper middle income,2015,65,73162,540830666.666667,NA,10614.6748453728,NA
3174,Dominican Rep.,NA,NA,NA,2015,54.22,NA,NA,NA,NA,NA
3175,Ecuador,ECU,Latin America & Caribbean,Upper middle income,2015,48.94,16144368,99290381000,76.102,11479.8956253917,2.514
3176,Egypt,NA,NA,NA,2015,37.82,NA,NA,NA,NA,NA
3177,El Salvador,SLV,Latin America & Caribbean,Lower middle income,2015,26.8,6312478,23166030400,73.267,7496.8104049296,2.101
3178,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2015,21.32,1175389,13180195435.1132,57.434,29420.6469747076,4.775
3179,Eritrea,ERI,Sub-Saharan Africa,Low income,2015,1.08,NA,NA,64.636,NA,4.208
3180,Estonia,EST,Europe & Central Asia,High income,2015,87.24,1315407,22904456871.8171,77.5902439024,29212.9488725628,1.58
3181,Eswatini,NA,NA,NA,2015,25.64,1319011,4020275298.02726,57.107,8285.9476628394,3.141
3182,Ethiopia,ETH,Sub-Saharan Africa,Low income,2015,13.86,99873033,64464547915.2698,65.037,1637.3341323228,4.317
3183,Falkland (Malvinas) Is.,NA,NA,NA,2015,98.31,NA,NA,NA,NA,NA
3184,Faroe Islands,FRO,Europe & Central Asia,High income,2015,94.2,48965,2476746087.18917,81.9463414634,NA,2.4
3185,Fiji,FJI,East Asia & Pacific,Upper middle income,2015,42.5,892149,4362128146.45309,70.117,9053.9873313698,2.541
3186,Finland,FIN,Europe & Central Asia,High income,2015,86.42,5479531,232850788304.513,81.4804878049,42220.9576671019,1.65
3187,France,FRA,Europe & Central Asia,High income,2015,78.01,66593366,2438207896251.84,82.3219512195,40833.2420664584,1.96
3188,French Polynesia,PYF,East Asia & Pacific,High income,2015,64.56,277690,NA,76.628,NA,2.028
3189,Gabon,GAB,Sub-Saharan Africa,Upper middle income,2015,45.78,1930175,14377324797.637,65.685,17981.2211992834,3.85
3190,Gambia,NA,NA,NA,2015,16.5,NA,NA,NA,NA,NA
3191,Georgia,GEO,Europe & Central Asia,Upper middle income,2015,47.57,3725276,13993546747.7492,73.096,9617.5416764098,2.003
3192,Germany,DEU,Europe & Central Asia,High income,2015,84.4,81686611,3381389338658.82,80.6414634146,47979.4842029352,1.5
3193,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2015,31.45,27582821,49181854798.2552,62.448,4083.472352007,4.042
3194,Greece,GRC,Europe & Central Asia,High income,2015,66.84,10820883,196591353761.226,81.0365853659,26902.525319841,1.33
3195,Greenland,GRL,Europe & Central Asia,High income,2015,67.6,56114,2520206899.62693,71.2463414634,NA,2.01
3196,Grenada,GRD,Latin America & Caribbean,Upper middle income,2015,53.81,106823,997007925.925926,73.531,13626.1129447938,2.126
3197,Guam,GUM,East Asia & Pacific,High income,2015,73.14,161797,5710000000,79.379,NA,2.367
3198,Guatemala,GTM,Latin America & Caribbean,Lower middle income,2015,28.81,16252429,63767597193.9175,73.15,7788.4972349725,3.029
3199,Guinea,GIN,Sub-Saharan Africa,Low income,2015,8.2,12091533,8794202409.5678,59.419,1877.8526049874,4.934
3200,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2015,3.54,1770526,1047808175.00057,57,1544.8272647985,4.71
3201,Guyana,GUY,Latin America & Caribbean,Upper middle income,2015,34,768514,3197222215.01211,66.536,7558.0517417353,2.534
3202,Haiti,HTI,Latin America & Caribbean,Low income,2015,12.2,10711061,8724656126.49849,63.055,1763.4852489276,2.973
3203,Honduras,HND,Latin America & Caribbean,Lower middle income,2015,27.62,8960829,20979767785.2104,73.376,4613.1241607423,2.507
3204,"Hong Kong, China",NA,NA,NA,2015,84.95,NA,NA,NA,NA,NA
3205,Hungary,HUN,Europe & Central Asia,High income,2015,72.83,9843028,123074092703.141,75.5682926829,26356.3137368806,1.45
3206,Iceland,ISL,Europe & Central Asia,High income,2015,98.2,330815,17344165907.2129,82.4682926829,48728.0993642438,1.8
3207,India,IND,South Asia,Lower middle income,2015,26,1309053980,2103587813812.2,68.302,6139.0334461886,2.352
3208,Indonesia,IDN,East Asia & Pacific,Lower middle income,2015,21.98,258162113,860854235065.079,69.025,11072.5378902531,2.389
3209,Iran (Islamic Republic of),NA,NA,NA,2015,45.33,NA,NA,NA,NA,NA
3210,Iraq,IRQ,Middle East & North Africa,Upper middle income,2015,17.22,36115649,177498577312.923,69.672,15740.8623772655,4.427
3211,Ireland,IRL,Europe & Central Asia,High income,2015,83.49,4701957,291092489805.942,81.4536585366,68959.5517470824,1.85
3212,Israel,ISR,Middle East & North Africa,High income,2015,77.35,8380100,300470790394.923,82.0512195122,35514.5449573587,3.09
3213,Italy,ITA,Europe & Central Asia,High income,2015,58.14,60730582,1832273032580.67,82.543902439,36836.4263441635,1.35
3214,Jamaica,JAM,Latin America & Caribbean,Upper middle income,2015,42.22,2871934,14145469269.457,75.836,8651.2790911786,2.026
3215,Japan,JPN,East Asia & Pacific,High income,2015,91.06,127141000,4394977752877.82,83.793902439,40446.879187729,1.45
3216,Jordan,JOR,Middle East & North Africa,Upper middle income,2015,60.11,9159302,37517410281.6901,74.182,9068.3042751018,3.445
3217,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2015,70.83,17542806,184388432148.715,72,25123.3157364321,2.73
3218,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2015,16.6,47236259,64007751187.8874,66.695,3028.6892084396,3.917
3219,Kiribati,KIR,East Asia & Pacific,Lower middle income,2015,13,112407,171117872.436331,66.13,2082.3906704437,3.693
3220,Korea (Rep. of),NA,NA,NA,2015,89.9,NA,NA,NA,NA,NA
3221,Kuwait,KWT,Middle East & North Africa,High income,2015,77.52,3935794,114567298105.683,74.577,73131.6066165865,1.986
3222,Kyrgyzstan,NA,NA,NA,2015,30.25,NA,NA,NA,NA,NA
3223,Lao P.D.R.,NA,NA,NA,2015,18.2,NA,NA,NA,NA,NA
3224,Latvia,LVA,Europe & Central Asia,High income,2015,79.2,1977527,26972863393.6384,74.4804878049,24723.5639662858,1.7
3225,Lebanon,LBN,Middle East & North Africa,Upper middle income,2015,74,5851479,49910270062.1559,79.409,14176.4620519098,1.72
3226,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2015,25,2174645,2510312804.76737,53.745,2899.2603191022,3.143
3227,Liberia,LBR,Sub-Saharan Africa,Low income,2015,5.9,4499621,3177000000,62.007,1301.2993986391,4.65
3228,Libya,LBY,Middle East & North Africa,Upper middle income,2015,19.02,6234955,27842131486.4054,71.776,15856.566118056,2.312
3229,Liechtenstein,LIE,Europe & Central Asia,High income,2015,96.64,37403,6268391521.19701,82.656097561,NA,1.4
3230,Lithuania,LTU,Europe & Central Asia,High income,2015,71.38,2904910,41516701871.248,74.3219512195,28910.3621015878,1.7
3231,Luxembourg,LUX,Europe & Central Asia,High income,2015,96.38,569604,57204400105.015,82.2926829268,102780.440937044,1.47
3232,"Macao, China",NA,NA,NA,2015,77.6,NA,NA,NA,NA,NA
3233,Madagascar,MDG,Sub-Saharan Africa,Low income,2015,4.17,24234088,9744243531.20119,65.539,1470.7933569116,4.241
3234,Malawi,MWI,Sub-Saharan Africa,Low income,2015,9.3,17573607,6373212640.84604,62.661,1162.7159034014,4.646
3235,Malaysia,MYS,East Asia & Pacific,Upper middle income,2015,71.06,30723155,296636282166.176,75.143,26717.4636134865,2.056
3236,Maldives,MDV,South Asia,Upper middle income,2015,54.46,418403,4109424801.40835,77.042,14728.1469940725,2.132
3237,Mali,MLI,Sub-Saharan Africa,Low income,2015,10.33,17467905,13099495529.7113,57.478,2049.7048847181,6.145
3238,Malta,MLT,Middle East & North Africa,High income,2015,75.96,445053,10554669617.5194,81.8975609756,35667.9726837029,1.37
3239,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2015,19.28,52994,179697900,NA,3914.5615616156,NA
3240,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2015,15.2,4182341,4844223106.95469,63.082,3846.4658207697,4.736
3241,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2015,50.14,1262605,11692287066.381,74.3531707317,20163.02494024,1.36
3242,Mexico,MEX,Latin America & Caribbean,Upper middle income,2015,57.43,125890949,1170564619927.69,76.933,17699.1593818281,2.215
3243,Micronesia,NA,NA,NA,2015,31.5,NA,NA,NA,NA,NA
3244,Moldova,MDA,Europe & Central Asia,Lower middle income,2015,69,3554108,6512885830.43282,71.468,5069.4894418982,1.248
3245,Monaco,MCO,Europe & Central Asia,High income,2015,93.36,38307,6258178995.23123,NA,NA,NA
3246,Mongolia,MNG,East Asia & Pacific,Lower middle income,2015,22.27,2976877,11749620619.5962,69.087,12187.7694271662,2.793
3247,Montenegro,MNE,Europe & Central Asia,Upper middle income,2015,68.12,622159,4052913385.82677,76.938,16337.2557552457,1.677
3248,Morocco,MAR,Middle East & North Africa,Lower middle income,2015,57.08,34803322,101179808076.36,75.573,7792.0295750355,2.526
3249,Mozambique,MOZ,Sub-Saharan Africa,Low income,2015,16.93,28010691,14798413628.4625,57.714,1194.2438956099,5.305
3250,Myanmar,MMR,East Asia & Pacific,Lower middle income,2015,21.73,52403669,59687410896.5734,66.464,5400.6435926823,2.23
3251,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2015,25.69,2425561,11650656642.2655,63.782,10651.2287867075,3.473
3252,Nepal (Republic of),NA,NA,NA,2015,17.58,NA,NA,NA,NA,NA
3253,Netherlands,NLD,Europe & Central Asia,High income,2015,91.72,16939923,765264949780.999,81.5097560976,50302.0677470128,1.66
3254,New Caledonia,NCL,East Asia & Pacific,High income,2015,74,272400,NA,77.2443035079,NA,2.06
3255,New Zealand,NZL,East Asia & Pacific,High income,2015,88.22,4595700,177620948761.31,81.4568292683,37562.4835855889,1.99
3256,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2015,19.7,6082035,12611087031.4931,75.149,5293.9117010055,2.231
3257,Niger,NER,Sub-Saharan Africa,Low income,2015,2.48,19896965,7217667780.59665,59.667,969.9149780671,7.29
3258,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2015,24.5,181181744,494583180777.234,52.985,6070.9921280077,5.591
3259,Norway,NOR,Europe & Central Asia,High income,2015,96.81,5188607,386663139402.707,82.3048780488,60519.9715159154,1.72
3260,Oman,OMN,Middle East & North Africa,High income,2015,73.53,4199810,68921456436.9311,76.801,42585.0633804423,2.737
3261,Pakistan,PAK,South Asia,Lower middle income,2015,14,189380513,270556126820.064,66.322,5014.9314545067,3.55
3262,Palestine,NA,NA,NA,2015,57.42,NA,NA,NA,NA,NA
3263,Panama,PAN,Latin America & Caribbean,Upper middle income,2015,51.21,3969249,54091713775.5634,77.806,22232.8133942203,2.541
3264,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2015,7.9,7919825,20638636035.255,65.384,4084.7495337573,3.707
3265,Paraguay,PRY,Latin America & Caribbean,Upper middle income,2015,49.72,6639119,36164068797.2511,73.023,11896.0338850574,2.509
3266,Peru,PER,Latin America & Caribbean,Upper middle income,2015,40.9,31376671,189926516769.25,74.747,12570.206251898,2.429
3267,Philippines,PHL,East Asia & Pacific,Lower middle income,2015,53.7,101716359,292774099013.687,68.951,7341.9428910659,2.958
3268,Poland,POL,Europe & Central Asia,High income,2015,68,37986412,476970902628.578,77.4512195122,26826.2287625362,1.32
3269,Portugal,PRT,Europe & Central Asia,High income,2015,68.63,10358076,199420256049.689,81.1243902439,29684.6916690185,1.31
3270,Puerto Rico,PRI,Latin America & Caribbean,High income,2015,63.47,3473166,103375500000,79.5961219512,37715.3584723542,1.3365
3271,Qatar,QAT,Middle East & North Africa,High income,2015,92.88,2481539,161739835164.835,78.036,128021.977002627,1.929
3272,Romania,ROU,Europe & Central Asia,Upper middle income,2015,55.76,19815481,177893451831.141,75.012195122,21631.8062099224,1.58
3273,Russian Federation,RUS,Europe & Central Asia,Upper middle income,2015,70.1,144096870,1363705265460.57,71.1834146341,24063.0561632112,1.777
3274,Rwanda,RWA,Sub-Saharan Africa,Low income,2015,18,11629553,8277613193.57631,66.696,1852.6646259408,3.967
3275,Saint Kitts and Nevis,NA,NA,NA,2015,75.7,NA,NA,NA,NA,NA
3276,Saint Lucia,NA,NA,NA,2015,42.53,NA,NA,NA,NA,NA
3277,Saint Vincent and the Grenadines,NA,NA,NA,2015,51.77,NA,NA,NA,NA,NA
3278,Samoa,WSM,East Asia & Pacific,Lower middle income,2015,25.41,193759,804100582.465624,74.77,5937.7162957116,4.029
3279,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2015,25.82,195553,315521531.954768,66.488,3147.8940016652,4.518
3280,Saudi Arabia,SAU,Middle East & North Africa,High income,2015,69.62,31557144,654269902880,74.4,54172.1039657762,2.579
3281,Senegal,SEN,Sub-Saharan Africa,Low income,2015,21.69,14976994,17767620058.8554,66.784,3120.5919708233,4.84
3282,Serbia,SRB,Europe & Central Asia,Upper middle income,2015,65.32,7095383,37160332465.1645,75.287804878,13992.7265774361,1.46
3283,Seychelles,SYC,Sub-Saharan Africa,High income,2015,54.26,93419,1377492465.56086,74.2951219512,26546.4035874995,2.41
3284,Sierra Leone,SLE,Sub-Saharan Africa,Low income,2015,6.34,7237025,4218723875.1379,51.423,1403.6230651183,4.561
3285,Singapore,SGP,East Asia & Pacific,High income,2015,79.01,5535002,304097759674.134,82.743902439,87298.1682640793,1.24
3286,Slovakia,NA,NA,NA,2015,77.63,NA,NA,NA,NA,NA
3287,Slovenia,SVN,Europe & Central Asia,High income,2015,73.1,2063531,43072415017.4321,80.7756097561,31623.7121006491,1.57
3288,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2015,10,587482,1154650068.85921,70.43,2295.3339268552,3.907
3289,Somalia,SOM,Sub-Saharan Africa,Low income,2015,1.76,13908129,6659000748.05936,55.876,NA,6.365
3290,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2015,51.92,55291225,317536830640.619,61.981,13219.1414147277,2.485
3291,South Sudan,SSD,Sub-Saharan Africa,Low income,2015,5.5,11882136,10906867789.8878,56.322,2002.8755509572,4.938
3292,Spain,ESP,Europe & Central Asia,High income,2015,78.69,46444832,1199084183705.08,82.8317073171,35028.301349761,1.33
3293,Sri Lanka,LKA,South Asia,Lower middle income,2015,29.99,20966000,80604080688.7961,75.088,11832.9518080434,2.063
3294,Sudan,SDN,Sub-Saharan Africa,Lower middle income,2015,26.61,38647803,97156119150,64.257,4582.0481079107,4.595
3295,Suriname,SUR,Latin America & Caribbean,Upper middle income,2015,42.76,553208,4767414747.88691,71.279,15638.8469894274,2.396
3296,Sweden,SWE,Europe & Central Asia,High income,2015,90.61,9799186,498117638852.897,82.2048780488,48436.9751196205,1.85
3297,Switzerland,CHE,Europe & Central Asia,High income,2015,87.48,8282396,679832291693.257,82.8975609756,63938.9799757284,1.54
3298,Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2015,29.98,18734987,NA,69.904,NA,2.966
3299,"Taiwan, Province of China",NA,NA,NA,2015,78.04,NA,NA,NA,NA,NA
3300,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2015,18.98,8548651,7854602391.65355,70.879,2820.1443089657,3.404
3301,Tanzania,TZA,Sub-Saharan Africa,Low income,2015,10,53879957,47378599025.2894,64.95,2666.8399670992,5.079
3302,Thailand,THA,East Asia & Pacific,Upper middle income,2015,39.32,68657600,401399422442.967,75.103,16289.1328640694,1.498
3303,The Former Yugoslav Rep. of Macedonia,NA,NA,NA,2015,70.38,NA,NA,NA,NA,NA
3304,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2015,23,1240977,3104400000,68.569,7901.6026478764,5.618
3305,Togo,TGO,Sub-Saharan Africa,Low income,2015,7.12,7416802,4179185205.16122,59.949,1547.2093249719,4.517
3306,Tonga,TON,East Asia & Pacific,Lower middle income,2015,38.65,106364,435438217.281663,72.88,5542.6677246091,3.678
3307,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2015,69.2,1360092,24401734194.6814,70.556,33667.7503179868,1.766
3308,Tunisia,TUN,Middle East & North Africa,Lower middle income,2015,46.5,11273661,43152528548.124,75.525,11497.7922288572,2.223
3309,Turkey,TUR,Europe & Central Asia,Upper middle income,2015,53.74,78271472,859796691176.471,75.498,25710.0161151564,2.072
3310,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2015,15,5565284,35799714285.7143,67.704,16011.5584077559,2.931
3311,Tuvalu,TUV,East Asia & Pacific,Upper middle income,2015,42.7,11001,35556038.8176495,NA,3651.6539525379,NA
3312,Uganda,UGA,Sub-Saharan Africa,Low income,2015,17.83,40144870,27102650386.6012,59.575,1779.2075297182,5.682
3313,Ukraine,UKR,Europe & Central Asia,Lower middle income,2015,48.88,45154029,91030959454.6961,71.1895121951,7972.4348963437,1.506
3314,United Arab Emirates,ARE,Middle East & North Africa,High income,2015,90.5,9154302,358135057862.492,77.101,71095.0451900209,1.765
3315,United Kingdom,GBR,Europe & Central Asia,High income,2015,92,65128861,2896420586534.4,80.956097561,42042.9193193389,1.8
3316,United States,USA,North America,High income,2015,74.55,320742673,18219297000000,78.6902439024,56803.4706127176,1.8435
3317,Uruguay,URY,Latin America & Caribbean,High income,2015,64.6,3431552,53274304222.136,77.341,21179.6631789069,2.007
3318,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2015,42.8,31298900,66903804142.5395,71.192,6087.7597994381,2.491
3319,Vanuatu,VUT,East Asia & Pacific,Lower middle income,2015,22.35,264603,737917151.424178,71.925,2997.6059473931,3.312
3320,Venezuela,NA,NA,NA,2015,60,NA,NA,NA,NA,NA
3321,Viet Nam,NA,NA,NA,2015,43.5,NA,NA,NA,NA,NA
3322,Virgin Islands (US),NA,NA,NA,2015,54.84,NA,NA,NA,NA,NA
3323,Yemen,NA,NA,NA,2015,24.09,NA,NA,NA,NA,NA
3324,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2015,21,16100587,21154394545.895,61.397,3873.7930608803,5.041
